Year,Type,Original funding cluster,Original funding cluster description,Original part of funding cluster,2020 funding cluster,2020 funding cluster description,Broad field of education,Student enrolments: commencing students,Student enrolments: not commencing students,Award course completions,Study area name,FTE +1yr (%),Overall Empl. +1yr (%),Median starting salary +1yr ($),Part funding cluster,Unit description,Field of education code,Maximum student contribution amounts,Commonwealth contribution amounts
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Aerospace Engineering and Technology,315,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Automotive Engineering and Technology,305,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Civil Engineering,309,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Electrical and Electronic Engineering and Technology,313,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Geomatic Engineering,311,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Manufacturing Engineering and Technology,301,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Maritime Engineering and Technology,317,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Mechanical and Industrial Engineering and Technology,307,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Other Engineering and Related Technologies,399,"$8,050","$15,983"
2012,Old,Funding cluster 7,"Engineering, science, surveying",Engineering or surveying,Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,"13,572","34,487","6,795",Engineering,82.6,89.9,63.8,"Science, Engineering or surveying",Process and Resources Engineering,303,"$8,050","$15,983"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,Behavioural science or social studies,Human Movement,69903,"$5,648","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Community Health,61309,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Complementary Therapies,619,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Environmental Health,61303,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Epidemiology,61311,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",First Aid,69907,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Health not elsewhere classified,69999,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Health Promotion,61307,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Massage Therapy,61711,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Occupational Health and Safety,61301,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Other Health,69900,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Public Health,61300,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Public Health not elsewhere classified,61399,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Rehabilitation Therapies,61700,"$8,050","$9,142"
2012,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,"Computing, built environment or other health",Rehabilitation Therapies not elsewhere classified,61799,"$8,050","$9,142"
2012,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,Allied health,Audiology,61709,"$8,050","$11,243"
2012,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,Allied health,Chiropractic and Osteopathy,61705,"$8,050","$11,243"
2012,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"39,471","72,456","21,199",Health Services and Support,70.1,,,Allied health,Indigenous Health,61305,"$8,050","$11,243"
